CashReserveRatio,CashDepositRatio,ReverseRepoRate,MarginalFacilityRate,BankRate,TermDepositRate,SavingsDepositRate,CallMoneyRate,TreasuryBill,Inflation,RepoRate,BaseRate
7,8.1,5.75,6.56,6.11,6.09,10,4.46,4.26,8.24,8,5.93
7,8.14,5.75,6.56,6.11,6.21,10,4.36,4.16,8.16,8,6.03
7,8.14,5.75,6.56,6.11,6.12,10,4.3,4.18,8.21,8,6.12
7,8.23,5.75,6.56,6.11,6.4,10,4.31,4.07,8.12,8,6.16
7,8.23,5.75,6.56,6.15,6.29,10,4.42,4.08,8.25,8,6.1
7,8.27,5.75,6.56,6.23,6.19,10,4.28,4.11,8.1,8,6.12
7,8.23,5.75,6.56,6.31,6.32,10,4.19,4.13,8.06,8,6.18
7,8.23,5.75,6.56,6.36,6.42,10,4.24,4.06,0,8,6.27
7,8.14,5.75,6.56,6.36,6.61,10,4.26,4.09,8.13,8,6.39
7,8.19,5.75,6.6,6.36,6.58,10,4.31,4.09,8.17,8,6.46
7,8.23,5.75,6.73,6.4,6.57,10,4.53,4.11,8.08,8,6.5
7,8.27,5.75,6.77,6.4,6.72,10,4.56,4.04,8.05,8,6.5
7,8.31,5.75,6.77,6.4,6.74,10,4.55,4.11,8.35,8,6.48
7,8.31,5.75,6.81,6.36,6.44,10,4.65,4.13,8.37,8,6.42
7,8.14,5.75,6.85,6.31,6.57,10,4.61,4.13,8.54,8,6.31
7,8.27,5.75,6.27,6.27,7.13,10,4.73,4.12,8.53,8,6.29
7.5,8.39,6.25,6.85,6.19,7.1,10,4.84,4.07,8.56,8,6.35
7.5,8.39,6.25,6.85,6.19,7.39,10,4.67,4.18,8.63,8,6.37
7.5,8.39,6.25,6.85,6.15,7.06,10,4.76,4.33,8.65,8,6.44
7.5,8.44,6.25,6.84,6.15,6.86,10,4.77,4.36,8.54,8,6.46
7.5,8.44,6.25,6.73,6.15,6.63,10,4.83,4.39,8.47,8.5,6.48
7.5,8.39,6.25,6.74,6.11,6.4,10,4.79,4.4,8.69,8.5,6.46
7.5,8.31,6.25,6.81,6.11,6.37,10,4.81,4.36,8.57,8.5,6.42
7.5,8.77,6.25,6.99,6.11,6.22,10,4.83,4.45,8.38,8.5,6.67
7.5,8.81,6.25,6.86,6.11,6.32,10,4.99,4.48,8.42,8.5,6.69
7.5,9.02,6.25,6.65,6.11,6.38,10,5.07,4.27,8.28,8.5,6.74
7.5,8.98,6.25,6.66,6.11,6.31,9.5,5.1,4.22,8.22,8.5,6.74
7.5,8.98,6.25,6.66,6.07,6.33,9.5,5.23,4.38,8.23,8.5,6.78
7.5,9.06,6.25,6.67,6.07,6.47,9.5,5.27,4.27,8.19,8.5,6.8
7.5,9.06,6.25,6.54,6.11,6.41,9.5,5.29,4.35,8.19,8.5,6.84
7.5,9.02,6.25,6.58,6.11,6.33,9.5,5.34,4.42,8.16,8.5,6.87
7.5,8.94,6.25,6.57,6.11,6.31,9.25,4.97,4.4,8.35,8.5,6.95
7.5,8.9,6.25,6.54,6.07,6.46,9.25,5.01,4.3,8.18,8.5,7.02
7.5,8.81,6.5,6.47,6.11,6.54,9.25,5.13,4.36,8.19,8.5,7.06
7.5,8.73,6.5,6.85,6.11,6.53,9.25,4.92,4.38,8.22,8.5,7.1
7.5,8.65,6.5,6.91,6.15,6.6,9.25,5.15,4.39,8.56,8.5,7.17
7.5,8.56,6.5,6.77,6.15,6.62,9.25,5.15,4.31,6.49,3.94,7.23
7.5,8.52,6.5,6.73,6.15,6.71,9.25,5.07,4.3,6.57,3.9,7.23
7.5,8.48,6.5,6.7,6.15,6.66,9.25,5.32,4.27,6.46,3.94,7.21
7.5,8.39,6.5,6.57,6.11,6.7,9.25,4.99,4.15,6.32,4.02,7.23
7.5,8.48,6.5,6.69,6.23,6.44,8.5,4.84,4.04,6.36,4.05,7.3
7.25,8.6,6.5,6.64,6.31,6.54,8.5,4.93,4.05,6.39,4.01,7.45
7.25,8.81,6.5,6.5,6.27,6.58,8.25,4.87,4.08,6.39,4.01,7.42
7.25,8.86,6.5,6.62,6.27,6.45,8.25,4.59,3.95,6.35,4.17,7.34
7.25,8.9,6.5,6.45,6.27,6.54,8.25,4.15,3.97,6.24,4.36,7.27
7.25,8.86,6.5,6.56,6.27,6.5,4,4.27,4.12,6.21,4.49,7.12
7.25,7,6.75,6.76,6.31,6.5,4,4.25,3.97,6.16,4.55,7.02
7,7,6.75,6.93,6.85,6.48,4,4.07,4.06,6.16,4.59,7.02
7,7,6.75,6.91,6.27,6.48,4,3.69,4.21,6.12,4.58,6.99
7,7,6.75,6.99,6.27,6.5,4,3.16,4.15,6.17,4.68,6.97
7,7,6.75,7.04,6.23,6.5,4,4.49,4.3,6.22,4.65,6.95
7,7,6.75,7.07,6.19,6.46,4,5.07,4.19,6.09,4.42,6.97
7,7,6.75,7.27,6.11,6.44,4,5.58,3.99,5.95,4.34,6.93
7,7,7,7.41,5.98,6.39,4,5.38,4.13,5.91,4.45,6.93
6.5,7.5,7,7.46,5.86,6.35,4,5.56,4.52,5.94,4.56,6.91
6.5,7.5,7,7.43,5.82,6.33,4,5.83,4.6,5.91,4.35,6.89
6.5,7.5,7,7.44,5.86,6.33,4,5.84,4.65,5.9,4.54,6.89
6.5,7.5,7,7.45,5.94,6.31,4,6.21,4.5,5.9,4.37,6.89
6.5,7.5,7,7.43,5.94,6.27,4,6.03,4.47,5.92,4.3,6.82
6.5,7.5,7,7.37,6.07,6.25,4,6.22,4.5,5.91,4.39,6.8
6.5,7.5,7,7.34,6.15,6.2,4,6.13,4.46,9.75,4.38,6.8
6.5,7.5,7,7.33,6.19,6.18,4,6.28,4.47,9.75,4.37,6.63
6.5,7.5,7,7.33,6.11,6.18,4,6.24,4.31,9.75,4.28,6.48
6.5,7.5,7,7.36,6.19,6.18,4,6.28,4.46,9.75,4.24,6.42
6.5,7.5,7,7.37,6.23,6.18,4,6.34,4.39,9.75,4.24,6.42
6.5,7.5,7,7.42,6.27,6.18,4,6.29,4.52,9.75,4.17,6.31
5.75,7.5,7,7.58,6.27,6.18,4,6.24,4.39,9.75,4.01,6.31
5.75,7.5,7,7.34,6.19,6.18,4,6.23,4.53,9.75,3.97,6.31
5.75,7.5,7,7.38,6.27,0,4,6.26,4.55,9.75,4.11,6.33
5.75,7.5,7,7.35,6.23,0,4,6.34,4.52,9.75,3.95,6.33
5.75,7.5,7,7.32,6.19,0,4,6.38,4.36,9.75,3.89,6.44
